Pass or Fail,Found or not,Page,Search Term,Position found,Position wanted
PASS,FOUND,/apply-uk-visa,spousal visa,1,<= 3
FAIL,NOT FOUND,/government/publications/spouses-set03,spousal visa,0,<= 3
FAIL,FOUND,/uk-family-visa,spouse visa,4,<= 3
PASS,FOUND,/apply-uk-visa,spouse visa,1,<= 3
FAIL,NOT FOUND,/guidance/immigration-rules/immigration-rules-part-8-family-members,spouse visa,0,<= 3
PASS,FOUND,/apply-uk-visa,spouse visa application,1,<= 3
FAIL,NOT FOUND,/government/publications/application-for-uk-visa-for-family-settlement-form-vaf4a,spouse visa application,0,<= 3
PASS,FOUND,/apply-uk-visa,spouse visa application form,1,<= 3
FAIL,NOT FOUND,/government/publications/application-for-uk-visa-for-family-settlement-form-vaf4a,spouse visa application form,0,<= 3
FAIL,FOUND,/uk-family-visa,spouse visa application form,5,<= 3
FAIL,FOUND,/uk-family-visa,spouse visa extension,5,<= 3
PASS,FOUND,/visa-fees,spouse visa fee,1,<= 3
FAIL,FOUND,/uk-family-visa,spouse visa fee,7,<= 3
FAIL,FOUND,/uk-family-visa,spouse visa form,5,<= 3
PASS,FOUND,/apply-uk-visa,spouse visa form,1,<= 3
FAIL,NOT FOUND,/government/publications/application-for-uk-visa-for-family-settlement-form-vaf4a,spouse visa form,0,<= 3
FAIL,FOUND,/uk-family-visa,spouse visa renewal,4,<= 3
PASS,FOUND,/apply-uk-visa,spouse visa renewal,1,<= 3
PASS,FOUND,/apply-uk-visa,spouse visa requirements,1,<= 3
FAIL,FOUND,/uk-family-visa,spouse visa requirements,4,<= 3
PASS,FOUND,/visa-processing-times,spouse visa requirements,3,<= 3
PASS,FOUND,/government/collections/statutory-paternity-pay-and-leave,spp,2,<= 3
PASS,FOUND,/employers-paternity-pay-leave,spp,1,<= 3
PASS,FOUND,/government/collections/statutory-paternity-pay-and-leave,spp form,2,<= 3
FAIL,FOUND,/government/publications/ordinary-statutory-paternity-pay-and-leave-becoming-a-birth-parent-sc3,spp form,5,<= 3
PASS,FOUND,/government/collections/statutory-paternity-pay-and-leave,spp rate,3,<= 3
PASS,FOUND,/government/publications/statutory-sick-pay-employees-statement-of-sickness-sc2,ssp claim form,2,<= 3
FAIL,FOUND,/standard-visitor-visa,standard visa application,4,<= 3
PASS,FOUND,/apply-uk-visa,standard visa application,1,<= 3
PASS,FOUND,/apply-uk-visa,standard visitor visa application form,1,<= 3
FAIL,FOUND,/standard-visitor-visa,standard visitor visa application form,4,<= 3
FAIL,FOUND,/working-for-yourself,start self employment,4,<= 3
PASS,FOUND,/log-in-file-self-assessment-tax-return,start self employment,2,<= 3
PASS,FOUND,/set-up-business,starting a buisness,1,<= 3
PASS,FOUND,/set-up-business,starting a business,1,<= 3
PASS,FOUND,/topic/company-registration-filing/starting-company,starting a company,1,<= 3
PASS,FOUND,/set-up-business,starting a company,2,<= 3
FAIL,FOUND,/working-for-yourself,starting self employment,4,<= 3
FAIL,NOT FOUND,/working-tax-credit,starting work,0,<= 3
FAIL,FOUND,/government/publications/application-for-a-state-pension-statement,state pension application,6,<= 3
FAIL,FOUND,/claim-state-pension-online,state pension application,7,<= 3
FAIL,FOUND,/claim-state-pension-online,state pension claim,7,<= 3
PASS,FOUND,/check-state-pension,state pension forcast,1,<= 3
PASS,FOUND,/state-pension,state pension forecast,1,<= 3
PASS,FOUND,/check-state-pension,state pension statement,2,<= 3
PASS,FOUND,/government/publications/application-for-a-state-pension-statement,state pension statement,3,<= 3
PASS,FOUND,/check-state-pension,state pention,2,<= 3
PASS,FOUND,/state-pension-age,state pention,1,<= 3
FAIL,FOUND,/claim-state-pension-online,state pention,4,<= 3
PASS,FOUND,/check-national-insurance-record,statement of ni,1,<= 3
PASS,FOUND,/government/collections/statements-of-practice,statement of practice,1,<= 3
PASS,FOUND,/check-state-pension,statepension,2,<= 3
FAIL,FOUND,/claim-state-pension-online,statepension,4,<= 3
PASS,FOUND,/state-pension-age,statepension,1,<= 3
PASS,FOUND,/government/collections/statistics-key-stage-2,statistics key stage 2,1,<= 3
PASS,FOUND,/statutory-sick-pay,statuatory sick pay,1,<= 3
FAIL,NOT FOUND,/contact-ukvi-inside-outside-uk,status of visa application,0,<= 3
PASS,FOUND,/employers-adoption-pay-leave,statutory adoption pay,1,<= 3
PASS,FOUND,/government/collections/statutory-adoption-pay-and-leave,statutory adoption pay,2,<= 3
FAIL,NOT FOUND,/claim-loss-notice,statutory notice claim,0,<= 3
PASS,FOUND,/government/collections/statutory-paternity-pay-and-leave,statutory paternity pay,2,<= 3
PASS,FOUND,/employers-paternity-pay-leave,statutory paternity pay,1,<= 3
PASS,FOUND,/apply-online-to-replace-a-driving-licence,stolen driving licence,1,<= 3
PASS,FOUND,/apply-online-to-replace-a-driving-licence,stolen driving license,1,<= 3
PASS,FOUND,/apply-online-to-replace-a-driving-licence,stolen licence,1,<= 3
PASS,FOUND,/apply-online-to-replace-a-driving-licence,stolen license,1,<= 3
FAIL,FOUND,/what-to-do-if-your-vehicle-has-been-stolen,stolen vehicle,9,<= 3
FAIL,FOUND,/stop-being-self-employed,stop been self employed,8,<= 3
PASS,FOUND,/vehicle-tax,stop car tax,1,<= 3
PASS,FOUND,/jobseekers-allowance,stop jsa,1,<= 3
PASS,FOUND,/stop-being-self-employed,stop self employed,3,<= 3
PASS,FOUND,/stop-being-self-employed,stop self employment,3,<= 3
PASS,FOUND,/stop-being-self-employed,stopped being self employed,2,<= 3
PASS,FOUND,/student-finance-register-login,student fiance,1,<= 3
PASS,FOUND,/student-finance,student fiance,3,<= 3
PASS,FOUND,/student-finance-forms,student fiance forms,1,<= 3
PASS,FOUND,/student-finance-register-login,student finace,1,<= 3
PASS,FOUND,/student-finance,student finace,3,<= 3
FAIL,FOUND,/repaying-your-student-loan,student loan plan 1,8,<= 3
PASS,FOUND,/student-finance,student loan plan 1,2,<= 3
PASS,FOUND,/government/organisations/student-loans-company,student loans company,3,<= 3
PASS,FOUND,/travel-grants-students-england,study abroad,1,<= 3
PASS,FOUND,/travel-grants-students-england,studying abroad,1,<= 3
FAIL,NOT FOUND,/guidance/claim-a-refund-of-construction-industry-scheme-deductions-if-youre-a-limited-company,sub contractor repayment claim for limited company,0,<= 3
FAIL,FOUND,/guidance/claim-a-refund-of-construction-industry-scheme-deductions-if-youre-a-limited-company,subcontractor repayment claim for limited companies,7,<= 3
FAIL,FOUND,/guidance/claim-a-refund-of-construction-industry-scheme-deductions-if-youre-a-limited-company,subcontractor repayment claim for limited company,7,<= 3
FAIL,FOUND,/guidance/claim-a-refund-of-construction-industry-scheme-deductions-if-youre-a-limited-company,subcontractor repayment claim limited company,7,<= 3
PASS,FOUND,/guidance/hmrc-subject-access-request,subject access request,2,<= 3
FAIL,FOUND,/government/publications/requests-for-personal-data-uk-visas-and-immigration,subject access request,6,<= 3
FAIL,FOUND,/government/publications/subject-access-request-form,subject access request,5,<= 3
PASS,FOUND,/government/publications/subject-access-request-form,subject access request form,1,<= 3
PASS,FOUND,/government/publications/support-for-british-nationals-abroad-a-guide,support for british nationals abroad,1,<= 3
PASS,FOUND,/sure-start-maternity-grant,surestart,1,<= 3
PASS,FOUND,/find-sure-start-childrens-centre,surestart,2,<= 3
PASS,FOUND,/sure-start-maternity-grant,surestart grant,1,<= 3
PASS,FOUND,/government/publications/sure-start-maternity-grant-claim-form,surestart maternity grant,2,<= 3
FAIL,FOUND,/giving-up-your-driving-licence,surrender driving licence,8,<= 3
PASS,FOUND,/giving-up-your-driving-licence,surrender licence,3,<= 3
FAIL,NOT FOUND,/giving-up-your-driving-licence,surrender my driving licence,0,<= 3
FAIL,NOT FOUND,/guidance/immigration-rules/immigration-rules-appendix-a-attributes,table 4 of appendix a,0,<= 3
PASS,FOUND,/government/publications/d777b-application-for-a-digital-tachograph-driver-card,tacho,3,<= 3
FAIL,NOT FOUND,/guidance/drivers-hours-goods-vehicles,tacho,0,<= 3
PASS,FOUND,/apply-for-a-digital-tachograph-driver-smart-card,tacho,2,<= 3
FAIL,FOUND,/government/publications/d777b-application-for-a-digital-tachograph-driver-card,tacho card,5,<= 3
FAIL,FOUND,/apply-for-a-digital-tachograph-driver-smart-card,tacho card,4,<= 3
FAIL,FOUND,/government/publications/d777b-application-for-a-digital-tachograph-driver-card,taco,7,<= 3
PASS,FOUND,/apply-for-a-digital-tachograph-driver-smart-card,taco,2,<= 3
PASS,FOUND,/tachographs,taco,1,<= 3
FAIL,FOUND,/apply-for-a-digital-tachograph-driver-smart-card,taco card,4,<= 3
PASS,FOUND,/keep-registration-number,take a number off a car,3,<= 3
PASS,FOUND,/keep-registration-number,take a reg number off a car,2,<= 3
PASS,FOUND,/keep-registration-number,take a reg off a vehicle,2,<= 3
PASS,FOUND,/keep-registration-number,take number plate off vehicle,3,<= 3
PASS,FOUND,/keep-registration-number,take reg off,2,<= 3
PASS,FOUND,/keep-registration-number,take registration off a vehicle,2,<= 3
PASS,FOUND,/take-pet-abroad,taking pets abroad,1,<= 3
PASS,FOUND,/trade-tariff,tariff codes,1,<= 3
PASS,FOUND,/government/collections/uk-trade-tariff-volume-3,tariff volume 3,1,<= 3
PASS,FOUND,/trade-tariff,tarrif,1,<= 3
PASS,FOUND,/trade-tariff,tarrif codes,1,<= 3
PASS,FOUND,/trade-tariff,tarriff,1,<= 3
PASS,FOUND,/vehicle-tax,tax a car,1,<= 3
PASS,FOUND,/vehicle-tax,tax a new car,1,<= 3
PASS,FOUND,/vehicle-tax,tax a new vehicle,1,<= 3
FAIL,FOUND,/vehicle-tax,tax a sorn vehicle,6,<= 3
PASS,FOUND,/vehicle-tax,tax a vehicle online,2,<= 3
FAIL,NOT FOUND,/sold-bought-vehicle,tax a vehicle online,0,<= 3
FAIL,FOUND,/tax-right-retire-abroad-return-to-uk,tax abroad,8,<= 3
PASS,FOUND,/goods-sent-from-abroad,tax and customs for goods sent from abroad,1,<= 3
PASS,FOUND,/estimate-income-tax,tax and ni,1,<= 3
PASS,FOUND,/government/collections/tax-and-national-insurance-alignment,tax and ni,3,<= 3
FAIL,NOT FOUND,/government/organisations/hm-revenue-customs,tax and ni,0,<= 3
PASS,FOUND,/government/collections/how-to-manually-check-your-payroll-calculations,tax and ni calculator,1,<= 3
PASS,FOUND,/estimate-income-tax,tax and ni calculator,3,<= 3
PASS,FOUND,/income-tax,tax calculater,2,<= 3
PASS,FOUND,/tax-credits-calculator,tax calculater,1,<= 3
PASS,FOUND,/check-vehicle-tax,tax car check,2,<= 3
PASS,FOUND,/vehicle-tax,tax car on line,1,<= 3
FAIL,FOUND,/vehicle-tax,tax car online,4,<= 3
FAIL,FOUND,/claim-tax-refund,tax claim,4,<= 3
PASS,FOUND,/tax-credits-calculator,tax credit calculater,3,<= 3
FAIL,FOUND,/claim-tax-credits,tax credit claim,4,<= 3
PASS,FOUND,/manage-your-tax-credits,tax credit claim,1,<= 3
FAIL,FOUND,/qualify-tax-credits,tax credit claim,5,<= 3
FAIL,FOUND,/qualify-tax-credits,tax credit claim form,5,<= 3
FAIL,FOUND,/claim-tax-credits,tax credit claim form,4,<= 3
FAIL,FOUND,/contact-hmrc,tax credit help line,4,<= 3
PASS,FOUND,/manage-your-tax-credits,tax credit renew,1,<= 3
FAIL,FOUND,/claim-tax-credits,tax credits application form,4,<= 3
PASS,FOUND,/tax-credits-calculator,tax credits calculater,3,<= 3
FAIL,FOUND,/qualify-tax-credits,tax credits claim form,5,<= 3
FAIL,FOUND,/claim-tax-credits,tax credits claim form,4,<= 3
PASS,FOUND,/vehicle-tax,tax disk,3,<= 3
PASS,FOUND,/vehicle-tax,tax for car,1,<= 3
PASS,FOUND,/sign-in-childcare-account,tax free child care,1,<= 3
PASS,FOUND,/vehicle-tax,tax motorbike,1,<= 3
PASS,FOUND,/vehicle-tax,tax motorcycle,1,<= 3
PASS,FOUND,/vehicle-tax,tax my bike,1,<= 3
PASS,FOUND,/vehicle-tax,tax my car online,2,<= 3
PASS,FOUND,/vehicle-tax,tax my new car,1,<= 3
PASS,FOUND,/vehicle-tax,tax my van,2,<= 3
PASS,FOUND,/vehicle-tax,tax my vechile,1,<= 3
PASS,FOUND,/vehicle-tax,tax my vehcile,1,<= 3
PASS,FOUND,/vehicle-tax,tax my vehcle,1,<= 3
PASS,FOUND,/vehicle-tax,tax my vehicle,1,<= 3
PASS,FOUND,/vehicle-tax,tax new vehicle,1,<= 3
FAIL,FOUND,/calculate-tax-on-company-cars,tax on company car,7,<= 3
FAIL,FOUND,/tax-company-benefits,tax on company car,8,<= 3
PASS,FOUND,/tax-uk-income-live-abroad,tax on your uk income if you live abroad,1,<= 3
FAIL,FOUND,/vehicle-tax-rate-tables,tax prices,9,<= 3
PASS,FOUND,/claim-tax-refund,tax refund claim,1,<= 3
PASS,FOUND,/tax-overpayments-and-underpayments,tax refund claim,3,<= 3
PASS,FOUND,/vehicle-tax,tax the car,1,<= 3
PASS,FOUND,/vehicle-tax,tax vehicle online,2,<= 3
PASS,FOUND,/vehicle-tax,tax you vehicle,1,<= 3
PASS,FOUND,/vehicle-tax,tax your car,1,<= 3
PASS,FOUND,/vehicle-tax,tax your vehicle,1,<= 3
PASS,FOUND,/check-vehicle-tax,taxed vehicle,2,<= 3
PASS,FOUND,/check-vehicle-tax,taxed vehicle check,1,<= 3
PASS,FOUND,/vehicle-tax,taxing a car,1,<= 3
PASS,FOUND,/vehicle-tax,taxing a vehicle,1,<= 3
PASS,FOUND,/vehicle-tax,taxing car,2,<= 3
PASS,FOUND,/vehicle-tax,taxing my car,1,<= 3
PASS,FOUND,/vehicle-tax,taxing new car,1,<= 3
PASS,FOUND,/vehicle-tax,taxing your vehicle,1,<= 3
PASS,FOUND,/government/publications/teacher-assessment-frameworks-at-the-end-of-key-stage-1,teacher assessment frameworks at the end of key stage 1,1,<= 3
PASS,FOUND,/guidance/teaching-schools-a-guide-for-potential-applicants,teaching school application,2,<= 3
FAIL,FOUND,/government/publications/replacement-hgv-plating-and-testing-documents-application-form-vtg59,technical application system,6,<= 3
FAIL,FOUND,/tier-2-general,teir 2 visa,5,<= 3
PASS,FOUND,/government/publications/hmg-guidance-for-customer-service-lines,telephone help line,1,<= 3
FAIL,NOT FOUND,/tv-licence,television licence,0,<= 3
PASS,FOUND,/sold-bought-vehicle,tell dvla i sold a vehicle,1,<= 3
PASS,FOUND,/sold-bought-vehicle,tell dvla sold car,1,<= 3
PASS,FOUND,/sold-bought-vehicle,tell dvla sold vehicle,1,<= 3
PASS,FOUND,/sold-bought-vehicle,tell selling vehicle,1,<= 3
PASS,FOUND,/sold-bought-vehicle,tell the dvla i have sold my car,1,<= 3
FAIL,NOT FOUND,/government/publications/temporary-event-notice-guidance-notes,ten,0,<= 3
PASS,FOUND,/government/publications/draft-tenants-fees-bill,tenant fees bill,1,<= 3
PASS,FOUND,/book-theory-test,teory test,1,<= 3
PASS,FOUND,/take-practice-theory-test,teory test,2,<= 3
PASS,FOUND,/government/statistics/disability-living-allowance-terminal-illness-figures,terminal illness,2,<= 3
PASS,FOUND,/the-warm-home-discount-scheme,the warm home discount scheme,1,<= 3
PASS,FOUND,/book-theory-test,theory car test,1,<= 3
PASS,FOUND,/take-practice-theory-test,theory practice,1,<= 3
PASS,FOUND,/take-practice-theory-test,theory practice test,1,<= 3
PASS,FOUND,/take-practice-theory-test,theory test practice,3,<= 3
PASS,FOUND,/theory-test,theory test practice,2,<= 3
PASS,FOUND,/book-theory-test,theroy,1,<= 3
PASS,FOUND,/take-practice-theory-test,theroy,2,<= 3
PASS,FOUND,/book-theory-test,theroy test,1,<= 3
PASS,FOUND,/take-practice-theory-test,theroy test,2,<= 3
PASS,FOUND,/book-theory-test,thoery test,1,<= 3
PASS,FOUND,/tier-1-entrepreneur,tier 1,1,<= 3
PASS,FOUND,/tier-1-general,tier 1,2,<= 3
PASS,FOUND,/tier-1-investor,tier 1,3,<= 3
PASS,FOUND,/government/publications/guidance-for-dependants-of-uk-visa-applicants-tiers-1-2-4-5,tier 1 dependant,1,<= 3
PASS,FOUND,/tier-1-entrepreneur,tier 1 enterprenuer,1,<= 3
PASS,FOUND,/tier-1-entrepreneur,tier 1 entrepreneur,1,<= 3
PASS,FOUND,/government/publications/guidance-on-application-for-uk-visa-as-tier-1-entrepreneur,tier 1 entrepreneur,2,<= 3
FAIL,FOUND,/government/publications/guidance-on-application-for-uk-visa-as-tier-1-entrepreneur,tier 1 entrepreneur visa,6,<= 3
PASS,FOUND,/tier-1-entrepreneur,tier 1 entrepreneurs,1,<= 3
PASS,FOUND,/tier-1-exceptional-talent,tier 1 exceptional talent,1,<= 3
PASS,FOUND,/tier-1-general,tier 1 general,1,<= 3
PASS,FOUND,/tier-1-graduate-entrepreneur-visa,tier 1 graduate entrepreneur,1,<= 3
PASS,FOUND,/tier-1-investor,tier 1 investor,1,<= 3
PASS,FOUND,/government/publications/guidance-on-application-for-uk-visa-as-tier-1-investor,tier 1 investor,2,<= 3
FAIL,FOUND,/tier-1-investor,tier 1 investors visa,4,<= 3
FAIL,FOUND,/tier-1-entrepreneur,tier 1 visa,5,<= 3
PASS,FOUND,/tier-2-general,tier 2 (general),1,<= 3
PASS,FOUND,/tier-2-general,tier 2 application form,1,<= 3
PASS,FOUND,/government/publications/guidance-for-dependants-of-uk-visa-applicants-tiers-1-2-4-5,tier 2 dependant,2,<= 3
PASS,FOUND,/tier-2-general,tier 2 dependant,1,<= 3
FAIL,FOUND,/government/publications/guidance-for-dependants-of-uk-visa-applicants-tiers-1-2-4-5,tier 2 dependant visa,6,<= 3
PASS,FOUND,/government/publications/guidance-for-dependants-of-uk-visa-applicants-tiers-1-2-4-5,tier 2 dependent,2,<= 3
PASS,FOUND,/tier-2-general,tier 2 dependent,1,<= 3
FAIL,FOUND,/government/publications/guidance-for-dependants-of-uk-visa-applicants-tiers-1-2-4-5,tier 2 dependent visa,6,<= 3
FAIL,FOUND,/tier-2-general,tier 2 dependent visa,4,<= 3
PASS,FOUND,/tier-2-general,tier 2 extension,2,<= 3
PASS,FOUND,/tier-2-general,tier 2 general,1,<= 3
FAIL,FOUND,/tier-2-general,tier 2 general visa,4,<= 3
PASS,FOUND,/apply-uk-visa,tier 2 general visa,1,<= 3
PASS,FOUND,/government/publications/guidance-on-application-for-uk-visa-as-tier-2-worker,tier 2 guidance,2,<= 3
PASS,FOUND,/tier-2-general,tier 2 guidance,1,<= 3
PASS,FOUND,/government/publications/sponsor-a-tier-2-or-5-worker-guidance-for-employers,tier 2 guidance,3,<= 3
FAIL,FOUND,/tier-2-intracompany-transfer-worker-visa,tier 2 ict,9,<= 3
PASS,FOUND,/tier-2-general,tier 2 ict,1,<= 3
PASS,FOUND,/government/publications/register-of-licensed-sponsors-workers,tier 2 licence,3,<= 3
PASS,FOUND,/government/publications/register-of-licensed-sponsors-workers,tier 2 list,2,<= 3
PASS,FOUND,/government/publications/register-of-licensed-sponsors-workers,tier 2 list of sponsors,1,<= 3
PASS,FOUND,/tier-2-minister-of-religion-visa,tier 2 minister of religion,2,<= 3
PASS,FOUND,/tier-2-general,tier 2 partner,2,<= 3
PASS,FOUND,/tier-2-general,tier 2 policy,1,<= 3
FAIL,FOUND,/government/publications/register-of-licensed-sponsors-workers,tier 2 register of sponsors,8,<= 3
FAIL,FOUND,/government/publications/register-of-licensed-sponsors-workers,tier 2 sponsor,4,<= 3
FAIL,FOUND,/government/publications/sponsor-a-tier-2-or-5-worker-guidance-for-employers,tier 2 sponsor,5,<= 3
FAIL,FOUND,/government/publications/register-of-licensed-sponsors-workers,tier 2 sponsor register,8,<= 3
FAIL,FOUND,/government/publications/register-of-licensed-sponsors-workers,tier 2 sponsors,4,<= 3
PASS,FOUND,/government/publications/register-of-licensed-sponsors-workers,tier 2 sponsors list,1,<= 3
FAIL,FOUND,/government/publications/sponsor-a-tier-2-or-5-worker-guidance-for-employers,tier 2 sponsorship,5,<= 3
FAIL,FOUND,/government/publications/register-of-licensed-sponsors-workers,tier 2 sponsorship,4,<= 3
PASS,FOUND,/sponsor-management-system,tier 2 sponsorship,1,<= 3
PASS,FOUND,/tier-2-general,tier 2 sponsorship,3,<= 3
PASS,FOUND,/government/publications/register-of-licensed-sponsors-workers,tier 2 sponsorship list,1,<= 3
FAIL,FOUND,/tier-2-general,tier 2 visa,5,<= 3
PASS,FOUND,/apply-uk-visa,tier 2 visa,1,<= 3
